決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:歳入総額,002:歳出総額,003:歳入歳出差引,004:翌年度に繰り越すべき財源,005:実質収支,006:単年度収支,007:積立金,008:繰上償還金,009:積立金取崩し額,010:実質単年度収支
2022,61,172065,石川県,加賀市,4,2,決算収支の状況,2,令和3年度,38582530,37244953,1337577,281477,1056100,263730,516,0,845000,-580754
2022,61,172073,石川県,羽咋市,4,2,決算収支の状況,2,令和3年度,14001156,13811940,189216,34269,154947,53839,170643,283173,0,507655
2022,61,172090,石川県,かほく市,4,2,決算収支の状況,2,令和3年度,19713430,19024290,689140,19172,669968,81536,38128,0,120000,-336
2022,61,172103,石川県,白山市,3,2,決算収支の状況,2,令和3年度,63764396,61589931,2174465,147853,2026612,512443,757319,0,0,1269762
2022,61,172111,石川県,能美市,4,2,決算収支の状況,2,令和3年度,25159808,24253715,906093,292345,613748,74080,5090,0,300000,-220830
2022,61,172120,石川県,野々市市,4,2,決算収支の状況,2,令和3年度,21796205,21088515,707690,198277,509413,199392,3643,0,59972,143063
2022,61,173240,石川県,川北町,5,2,決算収支の状況,2,令和3年度,4124208,4049446,74762,9269,65493,2279,294,0,80000,-77427
2022,61,173614,石川県,津幡町,5,2,決算収支の状況,2,令和3年度,17368237,16950053,418184,36654,381530,176364,594912,0,0,771276
2022,61,173657,石川県,内灘町,5,2,決算収支の状況,2,令和3年度,11262211,11108604,153607,13042,140565,64904,218177,0,0,283081
2022,61,173843,石川県,志賀町,5,2,決算収支の状況,2,令和3年度,15279491,14972312,307179,170930,136249,22073,299590,374346,0,696009
2022,61,173860,石川県,宝達志水町,5,2,決算収支の状況,2,令和3年度,9645163,8803704,841459,89281,752178,306011,100505,65142,0,471658
2022,61,174076,石川県,中能登町,5,2,決算収支の状況,2,令和3年度,11486833,10853884,632949,49046,583903,77819,3472,0,237083,-155792
2022,61,174611,石川県,穴水町,5,2,決算収支の状況,2,令和3年度,9201604,8766992,434612,66676,367936,160922,886,0,0,161808
2022,61,174637,石川県,能登町,5,2,決算収支の状況,2,令和3年度,16821985,16497739,324246,43444,280802,-159710,20678,1534972,73728,1322212
2022,61,178063,石川県,石川県市町村消防団員等公務災害補償等組合,6,2,決算収支の状況,2,令和3年度,148437,143914,4523,0,4523,506,0,0,0,506
2022,61,178128,石川県,手取川水防事務組合,6,2,決算収支の状況,2,令和3年度,1324,271,1053,0,1053,629,0,0,0,629
2022,61,178209,石川県,石川県市町村職員退職手当組合,6,2,決算収支の状況,2,令和3年度,3501794,2763016,738778,0,738778,218723,0,0,0,218723
2022,61,178217,石川県,河北郡市広域事務組合,6,2,決算収支の状況,2,令和3年度,5470139,5442639,27500,0,27500,-6261,4850,0,2643,-4054
2022,61,178250,石川県,手取川流域環境衛生事業組合,6,2,決算収支の状況,2,令和3年度,76545,66425,10120,0,10120,-3088,103,0,15000,-17985
2022,61,178268,石川県,輪島市・穴水町環境衛生施設組合,6,2,決算収支の状況,2,令和3年度,2314808,2307205,7603,0,7603,-2143,0,0,0,-2143
2022,61,178292,石川県,手取郷広域事務組合,6,2,決算収支の状況,2,令和3年度,117504,104737,12767,0,12767,-4951,6397,0,0,1446
2022,61,178306,石川県,石川県市町村消防賞じゆつ金組合,6,2,決算収支の状況,2,令和3年度,4077,685,3392,0,3392,894,0,0,0,894
2022,61,178331,石川県,石川県市町議会議員公務災害補償等組合,6,2,決算収支の状況,2,令和3年度,1319,820,499,0,499,86,0,0,0,86
2022,61,178373,石川県,羽咋郡市広域圏事務組合（普通会計分）,6,2,決算収支の状況,2,令和3年度,2301940,2300069,1871,0,1871,-2450,0,0,0,-2450
2022,61,178411,石川県,白山野々市広域事務組合,6,2,決算収支の状況,2,令和3年度,4473712,4299254,174458,0,174458,-54194,0,0,0,-54194
2022,61,178462,石川県,奥能登広域圏事務組合,6,2,決算収支の状況,2,令和3年度,2284353,2239703,44650,0,44650,-4235,0,0,0,-4235
2022,61,178489,石川県,南加賀広域圏事務組合（普通会計分）,6,2,決算収支の状況,2,令和3年度,685180,667893,17287,0,17287,-7881,0,0,0,-7881
2022,61,178519,石川県,のと鉄道運営助成基金事務組合,6,2,決算収支の状況,2,令和3年度,431619,431619,0,0,0,-2,0,0,0,-2
2022,61,178543,石川県,能美介護認定事務組合,6,2,決算収支の状況,2,令和3年度,21371,19095,2276,0,2276,955,0,0,0,955
2022,61,178551,石川県,奥能登クリーン組合,6,2,決算収支の状況,2,令和3年度,2362853,2328272,34581,0,34581,9908,0,0,0,9908
2022,61,178560,石川県,石川北部アール・ディ・エフ広域処理組合,6,2,決算収支の状況,2,令和3年度,1019776,978896,40880,0,40880,-36840,16940,0,18000,-37900
2022,61,178624,石川県,石川県後期高齢者医療広域連合,7,2,決算収支の状況,2,令和3年度,109789,88477,21312,0,21312,4520,12137,0,0,16657
2022,61,182010,福井県,福井市,8,2,決算収支の状況,2,令和3年度,125728159,121633662,4094497,529360,3565137,502903,1732030,0,0,2234933
2022,61,182028,福井県,敦賀市,4,2,決算収支の状況,2,令和3年度,47312447,44686519,2625928,249984,2375944,794930,36495,179400,0,1010825
2022,61,182044,福井県,小浜市,4,2,決算収支の状況,2,令和3年度,19863452,18981776,881676,107561,774115,182794,583759,0,335678,430875
2022,61,182052,福井県,大野市,4,2,決算収支の状況,2,令和3年度,20367389,19407678,959711,73697,886014,43880,422504,0,0,466384
2022,61,182061,福井県,勝山市,4,2,決算収支の状況,2,令和3年度,14397133,13931945,465188,28886,436302,137310,146985,0,0,284295
2022,61,182079,福井県,鯖江市,4,2,決算収支の状況,2,令和3年度,30360382,29162614,1197768,52467,1145301,128738,608000,0,232800,503938
2022,61,182087,福井県,あわら市,4,2,決算収支の状況,2,令和3年度,18846772,17604285,1242487,101241,1141246,488422,978016,0,326016,1140422
2022,61,182095,福井県,越前市,4,2,決算収支の状況,2,令和3年度,41698275,40532983,1165292,180166,985126,85710,1607103,0,1360495,332318
2022,61,182109,福井県,坂井市,4,2,決算収支の状況,2,令和3年度,49339357,47380415,1958942,337408,1621534,335749,444060,0,0,779809
2022,61,183229,福井県,永平寺町,5,2,決算収支の状況,2,令和3年度,10334458,9836153,498305,37633,460672,160978,493605,0,0,654583
2022,61,183822,福井県,池田町,5,2,決算収支の状況,2,令和3年度,4015994,3356343,659651,81212,578439,185924,11406,0,0,197330
2022,61,184047,福井県,南越前町,5,2,決算収支の状況,2,令和3年度,10350809,9885258,465551,95527,370024,-15510,2872,0,0,-12638
2022,61,184233,福井県,越前町,5,2,決算収支の状況,2,令和3年度,15030109,14316478,713631,99405,614226,4320,307775,0,121378,190717
2022,61,184420,福井県,美浜町,5,2,決算収支の状況,2,令和3年度,12454718,11200637,1254081,255399,998682,394169,0,0,0,394169
2022,61,184811,福井県,高浜町,5,2,決算収支の状況,2,令和3年度,13931538,13016118,915420,524575,390845,78454,222305,0,0,300759
2022,61,184837,福井県,おおい町,5,2,決算収支の状況,2,令和3年度,12109352,11142276,967076,541758,425318,9278,6388,0,0,15666
2022,61,185019,福井県,若狭町,5,2,決算収支の状況,2,令和3年度,13500520,12516665,983855,45754,938101,384224,275281,0,0,659505
2022,61,188026,福井県,越前三国競艇企業団,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,188034,福井県,福井県市町総合事務組合（普通会計分）,6,2,決算収支の状況,2,令和3年度,4581413,3606032,975381,0,975381,89465,0,0,0,89465
2022,61,188182,福井県,福井県市町総合事務組合（事業会計分）,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,188212,福井県,美浜・三方環境衛生組合,6,2,決算収支の状況,2,令和3年度,813673,678080,135593,0,135593,68778,0,0,0,68778
2022,61,188221,福井県,嶺北消防組合,6,2,決算収支の状況,2,令和3年度,2085918,2056039,29879,0,29879,10471,3,0,0,10474
2022,61,188239,福井県,鯖江・丹生消防組合,6,2,決算収支の状況,2,令和3年度,1500198,1410540,89658,0,89658,19334,0,0,0,19334
2022,61,188255,福井県,福井坂井地区広域市町村圏事務組合,6,2,決算収支の状況,2,令和3年度,2505489,2459175,46314,0,46314,-16339,0,0,0,-16339
2022,61,188271,福井県,南越消防組合,6,2,決算収支の状況,2,令和3年度,1880310,1819104,61206,0,61206,8633,0,0,0,8633
2022,61,188298,福井県,若狭消防組合,6,2,決算収支の状況,2,令和3年度,1459706,1419975,39731,0,39731,-3094,0,0,0,-3094
2022,61,188301,福井県,敦賀美方消防組合,6,2,決算収支の状況,2,令和3年度,2507276,2480761,26515,0,26515,5515,0,0,0,5515
2022,61,188336,福井県,大野・勝山地区広域行政事務組合,6,2,決算収支の状況,2,令和3年度,964467,940345,24122,0,24122,5872,0,0,0,5872
2022,61,188395,福井県,南越清掃組合,6,2,決算収支の状況,2,令和3年度,1798275,1755107,43168,11,43157,-24280,0,0,0,-24280
2022,61,188425,福井県,勝山・永平寺衛生管理組合,6,2,決算収支の状況,2,令和3年度,46489,45233,1256,0,1256,357,0,0,0,357
2022,61,188441,福井県,鯖江広域衛生施設組合,6,2,決算収支の状況,2,令和3年度,1454086,1428272,25814,0,25814,17569,340,0,54958,-37049
2022,61,188484,福井県,福井県丹南広域組合,6,2,決算収支の状況,2,令和3年度,830657,795414,35243,0,35243,-1560,0,0,0,-1560
2022,61,188506,福井県,福井県自治会館組合,6,2,決算収支の状況,2,令和3年度,114175,109560,4615,0,4615,-1836,6483,0,0,4647
2022,61,188514,福井県,嶺南広域行政組合,6,2,決算収支の状況,2,令和3年度,1927945,1926154,1791,0,1791,55,0,0,0,55
2022,61,188531,福井県,坂井地区広域連合,6,2,決算収支の状況,2,令和3年度,520438,492885,27553,0,27553,21756,0,0,0,21756
2022,61,188557,福井県,福井県後期高齢者医療広域連合,7,2,決算収支の状況,2,令和3年度,133824,100945,32879,0,32879,-860,0,0,0,-860
2022,61,188565,福井県,若狭広域行政事務組合,6,2,決算収支の状況,2,令和3年度,2681162,2440444,240718,134650,106068,-116972,0,0,0,-116972
2022,61,192015,山梨県,甲府市,8,2,決算収支の状況,2,令和3年度,88111485,84130075,3981410,324676,3656734,2159882,267,0,0,2160149
2022,61,192023,山梨県,富士吉田市,4,2,決算収支の状況,2,令和3年度,33756015,31808178,1947837,1020246,927591,258039,6383,0,0,264422
2022,61,192040,山梨県,都留市,4,2,決算収支の状況,2,令和3年度,19440570,18707544,733026,164840,568186,-60828,5670,0,350000,-405158
2022,61,192058,山梨県,山梨市,4,2,決算収支の状況,2,令和3年度,24750918,22937821,1813097,121645,1691452,1109115,220,0,0,1109335
2022,61,192066,山梨県,大月市,4,2,決算収支の状況,2,令和3年度,14462611,13936221,526390,37262,489128,103004,482316,0,0,585320
2022,61,192074,山梨県,韮崎市,4,2,決算収支の状況,2,令和3年度,16617561,16034297,583264,204659,378605,-77115,243384,0,269141,-102872
2022,61,192082,山梨県,南アルプス市,4,2,決算収支の状況,2,令和3年度,37333449,34362222,2971227,588064,2383163,191301,164307,590940,0,946548
2022,61,192091,山梨県,北杜市,4,2,決算収支の状況,2,令和3年度,32636743,31102970,1533773,70805,1462968,317665,1497,233400,114302,438260
2022,61,192104,山梨県,甲斐市,4,2,決算収支の状況,2,令和3年度,36498093,34012024,2486069,733538,1752531,305714,1750872,0,884264,1172322
2022,61,192112,山梨県,笛吹市,4,2,決算収支の状況,2,令和3年度,42157968,39644192,2513776,572445,1941331,-293159,427545,0,426649,-292263
2022,61,192121,山梨県,上野原市,4,2,決算収支の状況,2,令和3年度,12711072,11933585,777487,139494,637993,165329,877,0,111410,54796
2022,61,192139,山梨県,甲州市,4,2,決算収支の状況,2,令和3年度,21979986,20700251,1279735,76725,1203010,592032,7,0,0,592039
2022,61,192147,山梨県,中央市,4,2,決算収支の状況,2,令和3年度,17987289,16305281,1682008,388652,1293356,-74293,260621,0,0,186328
2022,61,193461,山梨県,市川三郷町,5,2,決算収支の状況,2,令和3年度,9843885,9541202,302683,93103,209580,-47407,124877,88,0,77558
2022,61,193640,山梨県,早川町,5,2,決算収支の状況,2,令和3年度,3783506,3426762,356744,18478,338266,57543,122,0,0,57665
2022,61,193658,山梨県,身延町,5,2,決算収支の状況,2,令和3年度,10583964,9561290,1022674,67349,955325,188904,578,0,72222,117260
2022,61,193666,山梨県,南部町,5,2,決算収支の状況,2,令和3年度,6578819,5772759,806060,46440,759620,180127,550,0,0,180677
2022,61,193682,山梨県,富士川町,5,2,決算収支の状況,2,令和3年度,9607185,9099209,507976,106359,401617,94411,16,62875,0,157302
2022,61,193844,山梨県,昭和町,5,2,決算収支の状況,2,令和3年度,10717725,10039585,678140,12300,665840,183445,613593,0,807423,-10385
2022,61,194221,山梨県,道志村,5,2,決算収支の状況,2,令和3年度,2544207,2420291,123916,39659,84257,-58972,1,0,0,-58971
2022,61,194239,山梨県,西桂町,5,2,決算収支の状況,2,令和3年度,3006798,2907858,98940,31820,67120,-2388,49690,0,30000,17302
2022,61,194247,山梨県,忍野村,5,2,決算収支の状況,2,令和3年度,6468969,5758889,710080,208879,501201,404818,27,0,690000,-285155
2022,61,194255,山梨県,山中湖村,5,2,決算収支の状況,2,令和3年度,5392267,4944783,447484,36004,411480,114632,221740,0,400000,-63628
2022,61,194298,山梨県,鳴沢村,5,2,決算収支の状況,2,令和3年度,2548529,2405566,142963,12520,130443,-68246,489,0,0,-67757
2022,61,194301,山梨県,富士河口湖町,5,2,決算収支の状況,2,令和3年度,15261785,13734218,1527567,4703,1522864,678350,510467,0,0,1188817
2022,61,194425,山梨県,小菅村,5,2,決算収支の状況,2,令和3年度,1695681,1374048,321633,66370,255263,64849,185,0,0,65034
2022,61,194433,山梨県,丹波山村,5,2,決算収支の状況,2,令和3年度,2094248,1948589,145659,81114,64545,11940,621,0,0,12561
2022,61,198013,山梨県,牛奥山恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198021,山梨県,滑沢山恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198056,山梨県,金峰前山恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198064,山梨県,大蔵沢恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198072,山梨県,深沢山恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198145,山梨県,京戸入会恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198218,山梨県,八町山恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198234,山梨県,奥仙重外二字山恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198251,山梨県,北奥仙丈外二山恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198277,山梨県,御勅使川入旧三十六ケ村入会山恩賜県有財産保護組合,6,2,決算収支の状況,2,令和3年度,1593,404,1189,0,1189,194,0,0,0,194
2022,61,198323,山梨県,御座石山恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198340,山梨県,老別当恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198358,山梨県,第一御座石前山恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198374,山梨県,牛ケ馬場恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198382,山梨県,大内窪外壱字恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198528,山梨県,釜無山外三字恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198544,山梨県,富士吉田市外二ケ村恩賜県有財産保護組合,6,2,決算収支の状況,2,令和3年度,2561938,2385221,176717,82961,93756,11484,638,0,0,12122
2022,61,198561,山梨県,鹿留山恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198579,山梨県,大旅外二恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198587,山梨県,鳴沢・富士河口湖恩賜県有財産保護組合,6,2,決算収支の状況,2,令和3年度,152794,84347,68447,0,68447,10831,2881,0,0,13712
2022,61,198595,山梨県,小金沢土室山恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198617,山梨県,野脇恩賜県有財産保護組合,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,198714,山梨県,峡南衛生組合,6,2,決算収支の状況,2,令和3年度,487948,460446,27502,0,27502,-1543,30986,0,315,29128
2022,61,198838,山梨県,三郡衛生組合,6,2,決算収支の状況,2,令和3年度,709638,684741,24897,0,24897,-3415,98015,0,182678,-88078
2022,61,198960,山梨県,大月都留広域事務組合,6,2,決算収支の状況,2,令和3年度,1064009,1015866,48143,14300,33843,9061,103,0,0,9164
2022,61,198994,山梨県,河口湖南中学校組合,6,2,決算収支の状況,2,令和3年度,273371,272871,500,0,500,0,0,0,0,0
2022,61,199079,山梨県,青木ケ原衛生センター,6,2,決算収支の状況,2,令和3年度,63875,49819,14056,0,14056,-3775,0,0,0,-3775
2022,61,199176,山梨県,東山梨行政事務組合,6,2,決算収支の状況,2,令和3年度,1566349,1528720,37629,0,37629,9519,11038,0,8963,11594
2022,61,199214,山梨県,青木が原ごみ処理組合,6,2,決算収支の状況,2,令和3年度,40975,28021,12954,0,12954,208,216,0,0,424
2022,61,199222,山梨県,甲府地区広域行政事務組合,6,2,決算収支の状況,2,令和3年度,3558114,3477960,80154,0,80154,-6417,231,0,150000,-156186
2022,61,199249,山梨県,中巨摩地区広域事務組合,6,2,決算収支の状況,2,令和3年度,1757841,1686639,71202,0,71202,53,50366,0,2412,48007
2022,61,199257,山梨県,山梨県市町村総合事務組合（普通会計分）,6,2,決算収支の状況,2,令和3年度,5785175,5356380,428795,0,428795,107143,201818,0,26091,282870
2022,61,199265,山梨県,山梨県市町村総合事務組合（事業会計分）,7,2,決算収支の状況,2,令和3年度,0,0,0,0,0,0,0,0,0,0
2022,61,199303,山梨県,峡北広域行政事務組合,6,2,決算収支の状況,2,令和3年度,3864675,3698499,166176,69308,96868,-28636,118080,0,52449,36995
2022,61,199311,山梨県,東八代広域行政事務組合,6,2,決算収支の状況,2,令和3年度,157049,127443,29606,0,29606,3375,15000,0,0,18375
2022,61,199320,山梨県,峡南広域行政組合,6,2,決算収支の状況,2,令和3年度,1645229,1608379,36850,0,36850,-10810,26243,0,15515,-82
2022,61,199346,山梨県,釈迦堂遺跡博物館組合,6,2,決算収支の状況,2,令和3年度,46248,38186,8062,0,8062,180,0,0,0,180
2022,61,199362,山梨県,富士五湖広域行政事務組合,6,2,決算収支の状況,2,令和3年度,2388017,2385948,2069,0,2069,-55,6,0,4000,-4049
2022,61,199419,山梨県,山梨県後期高齢者医療広域連合,7,2,決算収支の状況,2,令和3年度,137161,99926,37235,0,37235,9483,27754,0,0,37237
2022,61,199427,山梨県,甲府・峡東地域ごみ処理施設事務組合,6,2,決算収支の状況,2,令和3年度,1842773,1790546,52227,0,52227,-1181,0,0,0,-1181
2022,61,199443,山梨県,山梨西部広域環境組合,6,2,決算収支の状況,2,令和3年度,225205,195560,29645,0,29645,-9784,39430,0,0,29646
2022,61,199451,山梨県,富士・東部広域環境事務組合,6,2,決算収支の状況,2,令和3年度,10408,7862,2546,0,2546,2546,0,0,0,2546
2022,61,202011,長野県,長野市,8,2,決算収支の状況,2,令和3年度,175991415,170095758,5895657,1864685,4030972,-413735,15082,0,0,-398653
2022,61,202029,長野県,松本市,8,2,決算収支の状況,2,令和3年度,114029247,110753869,3275378,734824,2540554,-35134,1253793,0,1059340,159319
2022,61,202037,長野県,上田市,3,2,決算収支の状況,2,令和3年度,80286444,77219580,3066864,674107,2392757,1019418,464610,0,0,1484028
2022,61,202045,長野県,岡谷市,4,2,決算収支の状況,2,令和3年度,23960544,22936882,1023662,198320,825342,144081,451400,0,0,595481
2022,61,202053,長野県,飯田市,4,2,決算収支の状況,2,令和3年度,54198650,52809337,1389313,438595,950718,169261,784726,0,0,953987
2022,61,202061,長野県,諏訪市,4,2,決算収支の状況,2,令和3年度,24177820,22675824,1501996,82399,1419597,612482,536258,0,552811,595929
2022,61,202070,長野県,須坂市,4,2,決算収支の状況,2,令和3年度,31550495,30436196,1114299,95042,1019257,97252,542365,0,500000,139617
2022,61,202088,長野県,小諸市,4,2,決算収支の状況,2,令和3年度,21871062,21059921,811141,127251,683890,-36064,503838,129020,0,596794
2022,61,202096,長野県,伊那市,4,2,決算収支の状況,2,令和3年度,45397563,44103333,1294230,369163,925067,-10276,413925,460727,0,864376
2022,61,202100,長野県,駒ケ根市,4,2,決算収支の状況,2,令和3年度,17067069,16703466,363603,31010,332593,-1133,371497,0,0,370364
2022,61,202118,長野県,中野市,4,2,決算収支の状況,2,令和3年度,24777918,23843181,934737,199769,734968,388993,173888,0,0,562881
2022,61,202126,長野県,大町市,4,2,決算収支の状況,2,令和3年度,18943497,17948451,995046,140970,854076,182313,0,0,50000,132313
2022,61,202134,長野県,飯山市,4,2,決算収支の状況,2,令和3年度,17359454,16571812,787642,30404,757238,-51567,200306,0,0,148739
2022,61,202142,長野県,茅野市,4,2,決算収支の状況,2,令和3年度,30035480,28357109,1678371,177433,1500938,622324,213673,0,0,835997
2022,61,202151,長野県,塩尻市,4,2,決算収支の状況,2,令和3年度,35327133,33868611,1458522,275236,1183286,84652,556021,0,0,640673
2022,61,202177,長野県,佐久市,4,2,決算収支の状況,2,令和3年度,61847219,58587429,3259790,1705903,1553887,535281,93607,653330,0,1282218
2022,61,202185,長野県,千曲市,4,2,決算収支の状況,2,令和3年度,30794432,29899066,895366,101673,793693,-557581,4543,0,0,-553038
2022,61,202193,長野県,東御市,4,2,決算収支の状況,2,令和3年度,18891074,17922803,968271,261708,706563,126179,414015,19649,0,559843
2022,61,202207,長野県,安曇野市,4,2,決算収支の状況,2,令和3年度,50024467,48829631,1194836,236800,958036,137912,731012,0,517329,351595
2022,61,203033,長野県,小海町,5,2,決算収支の状況,2,令和3年度,5086778,4472742,614036,94372,519664,142621,9216,0,128315,23522
2022,61,203041,長野県,川上村,5,2,決算収支の状況,2,令和3年度,5882239,5701336,180903,24573,156330,20418,477,82599,0,103494
2022,61,203050,長野県,南牧村,5,2,決算収支の状況,2,令和3年度,4667173,3617226,1049947,183527,866420,253742,266,110209,0,364217
2022,61,203068,長野県,南相木村,5,2,決算収支の状況,2,令和3年度,1951491,1932800,18691,17319,1372,-8401,8047,0,0,-354
2022,61,203076,長野県,北相木村,5,2,決算収支の状況,2,令和3年度,2039397,1794852,244545,29393,215152,153366,210972,0,0,364338
2022,61,203092,長野県,佐久穂町,5,2,決算収支の状況,2,令和3年度,10560113,9402536,1157577,318403,839174,520534,50607,0,240000,331141
2022,61,203211,長野県,軽井沢町,5,2,決算収支の状況,2,令和3年度,17792435,16236560,1555875,181935,1373940,216839,777076,0,330000,663915
2022,61,203238,長野県,御代田町,5,2,決算収支の状況,2,令和3年度,7865816,7351671,514145,36882,477263,223464,5940,112943,0,342347
2022,61,203246,長野県,立科町,5,2,決算収支の状況,2,令和3年度,6098174,5503583,594591,33337,561254,76198,1366,0,0,77564
2022,61,203491,長野県,青木村,5,2,決算収支の状況,2,令和3年度,3469874,3281225,188649,14237,174412,3166,72968,0,0,76134
2022,61,203505,長野県,長和町,5,2,決算収支の状況,2,令和3年度,6961501,6638688,322813,46353,276460,81811,3673,0,34150,51334
2022,61,203611,長野県,下諏訪町,5,2,決算収支の状況,2,令和3年度,9279767,8958506,321261,7725,313536,2146,5777,0,0,7923
2022,61,203629,長野県,富士見町,5,2,決算収支の状況,2,令和3年度,9639863,8664242,975621,37959,937662,358119,301988,0,0,660107
2022,61,203637,長野県,原村,5,2,決算収支の状況,2,令和3年度,5046788,4402098,644690,28864,615826,223915,102965,0,0,326880
2022,61,203823,長野県,辰野町,5,2,決算収支の状況,2,令和3年度,10788468,10147347,641121,200743,440378,91439,101031,0,0,192470
2022,61,203831,長野県,箕輪町,5,2,決算収支の状況,2,令和3年度,12953364,11766962,1186402,201953,984449,211157,40950,0,0,252107
2022,61,203840,長野県,飯島町,5,2,決算収支の状況,2,令和3年度,7118764,6840634,278130,121707,156423,21717,151210,63700,83000,153627
2022,61,203858,長野県,南箕輪村,5,2,決算収支の状況,2,令和3年度,8115683,7147959,967724,454387,513337,35977,111371,0,0,147348
2022,61,203866,長野県,中川村,5,2,決算収支の状況,2,令和3年度,4702653,4247186,455467,55107,400360,150274,500,119747,0,270521
2022,61,203882,長野県,宮田村,5,2,決算収支の状況,2,令和3年度,5489053,5116761,372292,27952,344340,-24569,102285,0,0,77716
2022,61,204021,長野県,松川町,5,2,決算収支の状況,2,令和3年度,8513254,7713274,799980,365240,434740,-15082,9468,0,17200,-22814
2022,61,204030,長野県,高森町,5,2,決算収支の状況,2,令和3年度,8336917,7543297,793620,28711,764909,80119,181195,0,125542,135772
2022,61,204048,長野県,阿南町,5,2,決算収支の状況,2,令和3年度,5635558,5316277,319281,223196,96085,66068,190390,0,0,256458
2022,61,204072,長野県,阿智村,5,2,決算収支の状況,2,令和3年度,6245501,5792101,453400,173782,279618,41827,130459,0,0,172286
2022,61,204099,長野県,平谷村,5,2,決算収支の状況,2,令和3年度,1127393,996953,130440,27990,102450,39112,64000,0,53700,49412
2022,61,204102,長野県,根羽村,5,2,決算収支の状況,2,令和3年度,2509245,2337329,171916,18544,153372,-1340,118,46186,0,44964
2022,61,204111,長野県,下條村,5,2,決算収支の状況,2,令和3年度,3635390,3117284,518106,70081,448025,5562,4182,150600,157000,3344
2022,61,204129,長野県,売木村,5,2,決算収支の状況,2,令和3年度,1325665,1277842,47823,19018,28805,2280,47800,0,0,50080
2022,61,204137,長野県,天龍村,5,2,決算収支の状況,2,令和3年度,3228285,3059739,168546,26624,141922,54353,132200,287593,0,474146
2022,61,204145,長野県,泰阜村,5,2,決算収支の状況,2,令和3年度,2704094,2453032,251062,50530,200532,35973,252711,33314,0,321998
2022,61,204153,長野県,喬木村,5,2,決算収支の状況,2,令和3年度,5265777,4826463,439314,210777,228537,8892,674,0,0,9566
2022,61,204161,長野県,豊丘村,5,2,決算収支の状況,2,令和3年度,6982376,5687161,1295215,221760,1073455,168943,302733,0,0,471676
2022,61,204170,長野県,大鹿村,5,2,決算収支の状況,2,令和3年度,2708110,2554456,153654,68258,85396,-21372,20307,0,0,-1065
2022,61,204226,長野県,上松町,5,2,決算収支の状況,2,令和3年度,4528392,4408566,119826,43132,76694,-16700,73028,0,0,56328
2022,61,204234,長野県,南木曽町,5,2,決算収支の状況,2,令和3年度,4554519,4364535,189984,35197,154787,26154,6,2000,0,28160
2022,61,204251,長野県,木祖村,5,2,決算収支の状況,2,令和3年度,3213888,2945080,268808,35099,233709,96850,810,0,0,97660
2022,61,204293,長野県,王滝村,5,2,決算収支の状況,2,令和3年度,2298806,2147172,151634,30431,121203,7049,219325,0,189125,37249
2022,61,204307,長野県,大桑村,5,2,決算収支の状況,2,令和3年度,5912763,5712603,200160,83436,116724,-18543,27,0,111000,-129516
